text,normalized_text,label
sống trên đời sao cứ phải tranh chấp mau thuẫn chi vậy ai nói gì kệ họ mình tốt thì trời bt đất bt hơi đâu nói nhiều với mấy đứa tiểu nhân,sốngười trên đời sao cứ phải tranh chấp mau thuẫn chi vậy ai nói gì được̣ họ mình tốtao thì trời bt đấtao bt hơi đâu nói nhiều với mấy đứanh tiểu nhân,0
blue nó cũng bt chọn thằng nào hay để trao cho,blue nó cũng bt chọn thằng nào hay để trao cho,0
phạm minh tuấn cày vew nhiều quá mà nghe lần là bt như nào rồi,phạm minh tuấn cày vew nhiều quá mà nghe lần là bt như nào rồi,0
không bt yếu kiểu gì mà tao vẫn chết,không bt yếu kiểu gì mà tao vẫn chết,0
có ai từ tik tok mấy đứa bn bơ vô đây không giờ trường em ai cũng bt cô minh hiếu,có ai từ tik tok mấy đứa bn bơ vô đây không giờ trường em ai cũng bt cô minh hiếu,0
thích sói ghê không bt khi nào sói live hộ bố được đây,thích sói ghê không bt khi nào sói live hộ bố được đây,0
nhìn phát bt ghép,nhìn phát bt ghép,0
văn yên đeo để những người ủ bệnh không lây cho người khác là chủ yếu bạn ạ còn nếu người bệnh dính nói bắn ra đâu họ chạm tay vào xong không rửa tay cjo lên mắt mũi miệng thì vẫn dính bt vì vậy phải combo ktrang và rửa tay thường xuyên sau khi txuc đồ vật,văn yên đeo để những người ủ bệnh không lây cho người khác là chủ yếu bạn ạ còn nếu người bệnh dính nói bắn ra đâu họ chạm tay vào xong không rửa tay cjo lên mắt mũi miệng thì vẫn dính bt vì vậy phải combo ktrang và rửa tay thường xuyên sau khi tiếp xúc đồ vật,0
hớn hở đi xem xuất chiếu đặc biệt hôm mùng và thấy phim bt hoy,hớn hở đi xem xuất chiếu đặc biệt hôm mùng và thấy phim bt hoy,0
quá bt,quá bt,0
giờ chuyện đó là bt chó giờ nhiều lắm,giờ chuyện đó là bt chó giờ nhiều lắm,0
oficial rồi minh hiếu làm gì mà chửi hả con thiểu năng có não không bt suy nghĩ à chưa chắc gì mấy đứa ghép hình nó với mình là fan của mình,oficial rồi minh hiếu làm gì mà chửi hả con thiểu năng có não không bt suy nghĩ à chưa chắc gì mấy đứa ghép hình nó với mình là fan của mình,0
không bt nên sad hay buồn,không bt nên sad hay buồn,0
tao bt thế nào khúc cuối sẽ là kicm mà,tao bt thế nào khúc cuối sẽ là kicm mà,0
nguyễn bảo trung tao cũng không bt nữa,nguyễn bảo trung tao cũngười không bt nữanh,1
tuấn mai mày đéo bt câm mẹ có vài nghệ sĩ đã giải thích vì sao tđ bán hàng loại á,tuấn mai mày đéo bt câm mẹ có vài nghệ sĩ đã giải thích vì sao tđ bán hàng loại á,1
loai ngu dốt không bt huc la vi lam mất hết an tuong người phụ nữ việt nam không tha thứ được,loai ngu dốt không bt huc la vi lam mất hết an tuong người phụ nữ việt nam không tha thứ được,1
mình bt có nc hoa chiết mini ra tiếp nhỏ nhưng đang nói với tâm thế là người đồ giả chứ mình xài lăng romano thôi,mình bt có nc hoa chiết mini ra tiếp nhỏ nhưng đang nói với tâm thế là người đồ giả chứ mình xài lăng romano thôi,0
nếu bạn đi khám có bhyt bảo hiểm xã hội tại các bv quận cũng sẽ nhận được kết quả bệnh rất nặng và kèm theo bọc thuốc to về uống cho no tháng sau bạn sẽ bị suy thận suy gan vì thuốc,nếu bạn đi khám có bảo hiểm y tế bảo hiểm xã hội tại các bv quận cũng sẽ nhận được kết quả bệnh rất nặng và kèm theo bọc thuốc to về uống cho no tháng sau bạn sẽ bị suy thận suy gan vì thuốc,0
bv quận hân hạnh đồng hành cùng chương trình này,bv quận hân hạnh đồng hành cùng chương trình này,0
con bóng chúa sẽ bị ma ám in bv,con bóng chúa sẽ bị ma ám in bv,0
ba rọi béo vàng ngọc chụ thật lắm chị làm phúcv gửi cho bệnh nhi ung bướu ở bv ung bướu bình thạnh vì trăm triệu cho các con vô đủ toa thuốc kéo dài sinh mạng của các con với,ba rọi béo vàng ngọc chụ thật lắm chị làm phúcv gửi cho bệnh nhi ung bướu ở bv ung bướu bình thạnh vì trăm triệu cho các con vô đủ toa thuốc kéo dài sinh mạng của các con với,0
thanh phương c làm bài đánh giá đi c,thanh phương c làm bài đánh giá đi c,0
thanh phương c làm bài đánh giá đi c,thanh phương c làm bài đánh giá đi c,0
câu của c ha ha,câu của c ha ha,0
minh hồng nguyễn có vẻ mình ngược lại thì phải á c,minh hồng nguyễn có vẻ mình ngược lại thì phải á c,1
hoàng đàm linh thế em hỏi là video là bạn c bị chửi c có rút kinh nghiệm không ạ hay là c cũng muốn nghe chửi tiếp người ta ý thức tốt từ trước đến nay rồi nhé ạ,hoàng đàm linh thế em hỏi là video là bạn c bị chửi c có rút kinh nghiệm không ạ hay là c cũng muốn nghe chửi tiếp người ta ý thức tốt từ trước đến nay rồi nhé ạ,0
hoàng đàm linh thế em hỏi là video là bạn c bị chửi c có rút kinh nghiệm không ạ hay là c cũng muốn nghe chửi tiếp người ta ý thức tốt từ trước đến nay rồi nhé ạ,hoàng đàm linh thế em hỏi là video là bạn c bị chửi c có rút kinh nghiệm không ạ hay là c cũng muốn nghe chửi tiếp người ta ý thức tốt từ trước đến nay rồi nhé ạ,0
hoàng đàm linh thế em hỏi là video là bạn c bị chửi c có rút kinh nghiệm không ạ hay là c cũng muốn nghe chửi tiếp người ta ý thức tốt từ trước đến nay rồi nhé ạ,hoàng đàm linh thế em hỏi là video là bạn c bị chửi c có rút kinh nghiệm không ạ hay là c cũng muốn nghe chửi tiếp người ta ý thức tốt từ trước đến nay rồi nhé ạ,0
tran thu trang phố nhà c nè,tran thu trang phố nhà c nè,0
giống c ha ha,giống c ha ha,0
khánh ngọc bỏ tù và phạt tiền c ạ cách ly ngày không thích thì phạt tháng tù và,khánh ngọc bỏ tù và phạt tiền c ạ cách ly ngày không thích thì phạt tháng tù và,0
lê hà thư không hiểu c tôi nghĩ gì mà làm quả đầu này,lê hà thư không hiểu c tôi nghĩ gì mà làm quả đầu này,0
nam hoàng chị mình ở bển cẩn thận nhé c rượu chè ít thôi nhỉ,nam hoàng chị mình ở bển cẩn thận nhé c rượu chè ít thôi nhỉ,0
tại thằng dân cái gì cũng tại dân đụ mẹ cộng sản chứ tao đóng thuế nuôi chúng mày bú c nhau à,tại thằng dân cái gì cũng tại dân đụ mẹ cộng sảng chứ tao đóng thuế nuôi chúng mày bú c nhau à,0
nứng lồn số á ta thích c trinh nhưng géc thằng tiệp vãi,nứng lồn số á ta thích c trinh nhưng géc thằng tiệp vãi,1
vie nguyễn đâu đó thấp thoáng hình dáng c ấy không hà,vie nguyễn đâu đó thấp thoáng hình dáng c ấy không hà,1
ai ở hà nội thì cẩn thận nhé n dùng thuật thôi miên đi zip đỏ biển c,ai ở hà nội thì cẩn thận nhé n dùng thuật thôi miên đi zip đỏ biển c,0
biết thì thưa chủ đề không biết ngậm cặc mà nghe cái mồm mày sủa gì tới quan lại tới thằng dân thế cái gia đình mày là phản động không thuộc nhà nước việt nam hay sao mày phán từ quan tới dân tao thấy gia đình nhà mày chắc chức sắc cũng to phán cái đéo gì c,biết thì thưa chủ đề không biết ngậm cặc mà nghe cái mồm mày sủa gì tới quan lại tới thằng dân thế cái gia đình mày là phản động không thuộc nhà nước việt nam hay sao mày phán từ quan tới dân tao thấy gia đình nhà mày chắc chức sắc cũng to phán cái đéo gì c,1
mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nàkhông nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,0
mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nàkhông nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,0
mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nàkhông nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,0
mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nàkhông nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,0
mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nàkhông nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,0
